added,amenities,area,bath,bedroom,currency,deal_type,description,home_url,house_type,is_titanium,is_trusted,location,price,purpose
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,6,5,PKR,super hot,"MAJEED REAL ESTATE OFFERS;,1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale in DHA Lahore Phase 7 Prime Location,ONE KANAL Bungalow Details:,> 6 Master Bed with attached Baths,> 7 Bathrooms in the Bungalow. ,> 2 Beautiful T. V Lounge 1 Drawing & Dinning ,> 2 Fotile Company Kitchens,> 2 Servant Quarters,> 4 Big Cars Parking,> Grohi Sanitary Fittings,> 2 Store Rooms,> Beautiful Lawn & Terrace,> Bar B. Q Area in Bungalow,> 2 Imported Jacuzzi's and 5 Cabin Showers in baths. ,Main Approach from Ring Road Near Main Boulevard, DHA Office Complex, All Banks Hub, ,Very Reasonable Demand. ,Meeting Possible 24/7.",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",7.95 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,6,7,PKR,super hot,"The House is smartly designed to have spacious bedrooms with large windows that can be opened whenever you need some ventilation. Properties in the best locations sell fast, so be quick if you want to own one yourself. You can buy 4500 Square Feet property as an investment. You won't find a better price than the current Rs. 60,000,000 for these kind of properties. Properties in this locality are a total bargain, which is a plus. With a real estate boom in Gulberg, it's the best time to invest in your dream home. ,Your queries on the offer are welcome, so please give us a call.",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,"Gulberg, Lahore, Punjab",7.5 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,7,6,PKR,super hot,"SYED BROTHERS OFFERS:,100% Original Pictures Are Attached,About The Property:,06 Master Size Bed Rooms With Attached Bath,All Baths Are Equipped With Imported Fittings,2 Kitchen Amazing Wood Work,2 TV Lounge,Store Room,Prayer Room,2 Servant Quarter In Basement,Drawing Room And Dining Room,Amazing Wood Work In Bungalow,House Is Located Near Park/Mosque,Near By Commercial Area,Complete Wiring Of UPS And Generator Done In The House,Solid Steel Work Used For Outside Main Gate,Complete Marble/Tiled/Wooden Flooring,All The Construction Near And Adjacent To House Is New,Washing Area Is Elegantly Managed At The Back Side Of House,Good Sizes Of Washrooms With Large Wardrobes In It. ,Superb Elevation,House Location Is Excellent,Main Hospitals Are So Nearby That Hardly Just 5 Minutes Away,Exclusive Views From The Terrace. ,Spacious Terrace Where One Can Easily Have Good Walk And Reasonable Sitting Area. ,All The Basic Necessities Of Life Are Available. ,All The Basic Utilities Are Available Including Connections Of Water/Sewage/Gas And Electricity. ,If You Cant Access Please Feel Free To Contact Us.",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",15 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",5 Marla,3,3,PKR,super hot,"Plz Read Full Description. . . . . . . ,. . . . . . . . . . Original Pictures Attached. . . . . . . ,HOUSE ACCOMMODATION,- 3 Bedrooms,- 4 Washrooms,- 2 Kitchen,- 2 Living Rooms,- 1 Drawing Room,FACILITIES,- Electricity Meter,- Sewerage,LOCALITIES,- 4 Minutes Walking Distance From Mosque,- 6 Minutes Walking Distance From MARKET,- 7 Minutes Walking Distance From MAIN GATE,SJ GARDEN AMENITIES,- Beautiful Designed Housing Society,- Grand Jamia Mosque,- Carpeted Road,- Direct Approach from Bedian Road,- 5 Minutes Drive from DHA Phase 7,- 10 Minutes Drive from PKLI Hospital,- 15 Minutes Drive from Lahore Airport,This home offers the perfect blend of modern design and convenient access to all essential services and major landmarks. Perfect for families looking for a ready-to-move-in, well-located propertyinLahore. ,100% Documents Clear,Rigistry + Intiqal,Note: This Is A Real Estate Agency And It Will Charge 2% Commission Of The Whole Amount Against Its Services. ,No Olx Chat, No SMS, Feel Free To Contact Us Via Whatsapp Or Call.",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Bedian Road, Lahore, Punjab",1.15 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",11 Marla,-,-,PKR,super hot,"We Have The Right House Available On Sale For You. Prices Can'T Get Better Than This, So Hurry Up And Buy Your Dream Home Today. Don'T Miss Out On These 11 Marla Units. Avail A Well-Suited Option Today. Hurry Up, And Secure Your Property At An Amazing Price Of Rs. 45,000,000. Cantt Is Most Sought-After For Properties Due To Access To Access To All Kinds Of Facilities, So Hurry Up! Cantt Is Best For Living As Well As Investment, So Make A Move Before The Market Inches Further Up. ,You Can Get All Property-Related Info By Contacting Us Via Our Web Form.",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Cantt, Lahore, Punjab",4.5 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",5 Marla,3,3,PKR,super hot,"**PLEASE Carefully READ FULL DESCRIPTION**,Beautiful Renovated Double Story 5 Marla House for Sale in Divine Gardens Main Airport Road , Near to main DHA Phase 8 , Air Port & Bhatta Chowk, , Askari 10. ,House Accommodation,3 Bed with 3 attached Bathrooms. ,1 powder room. ,1 Cars parking Space. ,Drawing Room. ,TV Longue. ,Kitchen. ,Spacious Terrace. ,Very Near to Lahore Airport, and Ring-Road ,All Facilities like Water, Electricity, Internet Cable and very near to schools, shopping malls and commercial areas. ,Gas Also Available,Meeting will be arranged DIRECTLY WITH OWNER without any hidden OBJECTIVES. ,Note: This is a Real Estate Agency and it will charge 2% commission of the whole amount against its services. ,No Olx Chat, No SMS, Feel free to contact us via Whatsapp or Call.",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Divine Gardens, Lahore, Punjab",2.35 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",2.5 Marla,3,3,PKR,super hot,"AG Properties And Builders Presents 2.5 Marla Double Storey Spanish Style Elegant House For Sale in Lahore medical housing scheme phase 2 Main Canal Road Lahore. ,Accommodations :,3 Bedroom With Attached Bathroom and wardrobes ,2 TV Lounge,1 Drawing Room,1 Kitchen,1 Terrace ,1 Powder room ,1 Store room in mumty,1 garage ,House Features:,Spanish style house ,Built in 2024 ,Premium quality tiles used in floors and bathrooms,Ultra UV Sheets uses in wardrobes and kitchen cabinets ,Solid Wood doors installed ,Solid Construction ,A grade materials used in each and everything,Community features:,Beautiful parks ,Masjid ,Market ,24/7 security ,Gated community ,5 Mins Drive From Lahore Ring Road,12 Mins Drive From Lahore Airport",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Lahore Medical Housing Society, Lahore, Punjab",92 Lakh,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,7,5,PKR,super hot,"MAJEED REAL ESTATE OFFERS;,1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale in DHA Lahore Phase 7 Prime Location,ONE KANAL Bungalow Details:,> 6 Master Bed with attached Baths,> 7 Bathrooms in the Bungalow. ,> 2 Beautiful T. V Lounge 1 Drawing & Dinning ,> 2 Fotile Company Kitchens,> 2 Servant Quarters,> 4 Big Cars Parking,> Grohi Sanitary Fittings,> 2 Store Rooms,> Beautiful Lawn & Terrace,> Bar B. Q Area in Bungalow,> 2 Imported Jacuzzi's and 5 Cabin Showers in baths. ,Main Approach from Ring Road Near Main Boulevard, DHA Office Complex, All Banks Hub, ,Very Reasonable Demand. ,Meeting Possible 24/7.",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",7.95 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,6,5,PKR,super hot,"KHALIFA REAL ESTATE PROUDLY OFFER KANAL BUNGALOW FOR SALE IN DHA PHASE 7,1 Kanal Brand New Luxury Bungalow For Sale, Beautifully Designed & Fairly Spacious With Rolling Basic Information,1 - 5 Bed Rooms With Bath,beautiful Interior And Exterior Drawing Dining 3 TV Powder Room Jacuzzi Tub Baths Shower Cabins And Vanities . ,2 - Imported Shingle And Vanities . ,3 - Imported Euro Main Kitchen And Sported Kitchen . ,4 - Imported Tiles For Flooring & Front Elevation. ,5 - Grohe Sanitary Fitting In All Bathroom . ,6 - New Age Electrical Wiring In Complete House . ,7 - All Electrical Switches From Schneider Electric Company Germany . ,9 - Imported Italian Locks In Complete House . ,10 - Air Condition Inverter Type From Gree. ,11 - Imported Wallpapers. ,12 - Solid Ash Wooden Doors 8 Feet Height . ,13 - Lobby Double Hight (sky Light ),14 - A Grade Bricks Civil Work . ,15 - Chenab Sand Used. ,16 - Saria Modal 60 Grade . ,17 - Maple Leaf Cemet Used . ,18 - Lush Green Lawn . ,19 - Spacious Car Parking . ,20 - Basement With 2 Servant Room 1 Main Store . ,( House Is Equipped With All Necessary Facilitates And Is Ready For Possession All You Need Is To Move In ),For More Detail Call Or Visit",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",6.95 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,7,5,PKR,super hot,"20 MARLA ,PRIME LOCATION,5 BEDROOMS,6 BATHROOMS,TILED HOUSE,BLOCK-E1,1 KITCHEN,1 STORE,CONTACT FOR MORE DETAILS AND VISIT",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Wapda Town, Lahore, Punjab",5.45 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities",10 Marla,4,4,PKR,super hot,"Modern 4 bed house, 4 Bedrooms ( 1 Master Bedroom on Ground Floor), Double height Lobby , Italian open design customized kitchen. Haier Fridge, Dishwasher, Oven & Microwave Installed. , Electric & SS FirePlaces. , All 4 Bathrooms/PowderRoom with specially designed & custom made Corian Vanities, , 9 Feet tall Solid African Ash Wood Doors which adds value to High Roof , Artistic media walls & Lights. ,For more details contact please !",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",6.95 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational",1 Kanal,6,5,PKR,super hot,"WALL GREEN REALTORS Offering. . . . . . . . . . . . . . . . . . ,Key Features:, 1-Kanal Brand New Bungalow Stunning Front Elevation, 5 Spacious Bedrooms With Attached Modern Baths, Jacuzzi with Rain Shower Ultimate Relaxation Experience, Solid Ash Woodwork High-Quality Craftsmanship, Italian Tile & Wooden Grey Nite Flooring Elegant & Durable, Spacious & Stylish Living Perfect Blend of Comfort & Sophistication, Modern Kitchens Designed for Convenience, Servant Quarter Added Comfort & Privacy, Ideal Location in DHA Phase 7, Block P, Available for Sale with Easy Deal Wall Green Realtors,A golden opportunity awaits to own the cheapest 1-Kanal brand-new bungalow with a stunning front elevation in DHA Phase 7, Block P. This owner-built masterpiece features 5 spacious bedrooms with attached baths, Jacuzzi with rain shower, solid ash woodwork, Italian tile & wooden grey nite flooring, and a servant quarter. Designed for luxurious living, it offers spacious, stylish, and sophisticated interiors, creating a five-star living experience. With modern kitchens and an ideal location, this home is a perfect blend of comfort & style. Available for sale with an easy deal through Wall Green Realtors.",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",7.5 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",10 Marla,7,5,PKR,super hot,"10 MARLA ,BRAND NEW HOUSE ,5 BEDROOMS,7 BATHROOMS,1 SERVANT QUATER ,SPANISH TILES,IN INVESTOR RATE ,CONTACT FOR MORE DETAILS",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Wapda Town, Lahore, Punjab",4.3 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Nearby Locations and Other Facilities,Other Facilities
",3 Marla,4,3,PKR,super hot,"3 Marla E block house for sale ,3 bedroom ,3 washroom double ,Double kitchen ,Double unit",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Raiwind Road, Lahore, Punjab",90 Lakh,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",5 Marla,,5,PKR,super hot,"* Sarina'S Builder Offers You Ready Houses On Installment Plus Cash,* On Installments house Delivered In 4 To 6 Months As Per Your Selected Design on Map location 3 to 5 Years Easy Installments Plan,* Payment schedule can adjust as you want it's totally depends on you how to mange it,* Model Houses Available For Visit Pictures Are Used As Modal House.",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,,1.65 Crore,"Park View City, Lahore, Punjab"
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Nearby Locations and Other Facilities,Other Facilities
",5 Marla,5,4,PKR,super hot,"5 Marla brand new house for sale in Raiwind road lake city Block M7-C1,ground floor ,TV lounge ,kitchen ,drawing room ,1 bed attached bathroom ,1st floor ,TV lounge ,kitchen ,2 bedroom atchcd bathroom ,2nd floor ,bedroom atchcd bathroom ,LDA approved property ,All facilities available,water supply ,electric supply ,contact us :- ,Malik Hashmat ,Meraki Realtors & builders",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Raiwind Road, Lahore, Punjab",2.35 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Nearby Locations and Other Facilities,Other Facilities
",10 Marla,,6,PKR,super hot,"* Sarina'S Builder Offers You Ready Houses On Installment Plus Cash,* On Installments house Delivered In 4 To 6 Months As Per Your Selected Design on Map location 3 to 5 Years Easy Installments Plan,* Payment schedule can adjust as you want it's totally depends on you how to mange it,* Model Houses Available For Visit Pictures Are Used As Modal House.",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,,3.15 Crore,"Park View City, Lahore, Punjab"
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",5 Marla,4,4,PKR,super hot,"5 Marla Beautiful House Includes:,4 Bedrooms,4 Bathrooms,2 Kitchen,2 TV Lounge,Drawing Dining,A+ Grade Material Used,Ready to Move,Ultra Luxury House,Ideal Location,Developed Area,Peaceful Environment,Good Community,All Modern Amenities,Key Features Of Area,24 7 Security Services,Easy Access Through Canal Road,Beautiful Mosques Inside The Society,Block Wise Parks,Near Lahore Expo Center,Near To Emporium Mall,Near To Thokar Niaz Baig &Amp; Motorway,On Multan Road Easy To Access,Restaurant And Food Franchise (Available),Finance &Amp; Trade Centre,Banks Available In The Society,School And Play Ground (Available).",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,"Park View City, Lahore, Punjab",2.2 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",10 Marla,6,5,PKR,super hot,"**FOR SALE: Brand New 10 Marla House in Bahria Town, Lahore** , **5 Bedrooms | Luxurious Living | Prime Location** ,This stunning **brand new 10 Marla house** is now available for sale in the prestigious **Bahria Town, Lahore**. Perfect for families seeking a modern and spacious home, this property offers the ultimate blend of luxury and comfort. ,**Key Features:** ,- **5 Bedrooms** with attached bathrooms (master bedroom with walk-in closet) ,- **Spacious Living and Dining Areas** ,- **Modern Kitchen** with high-quality fittings and ample storage ,- **Powder Room** for guests ,- **Laundry Area** ,- **Servant Quarters** with separate bathroom ,- **Parking Space** for 2-3 cars ,- **Beautifully Landscaped Garden** ,- **24/7 Security** and gated community ,- **Prime Location**: Close to schools, mosques, shopping centers, and hospitals ,**Additional Highlights:** ,- Built with premium materials and finishes ,- Peaceful and secure neighborhood ,- Ideal for a luxurious family lifestyle ,Dont miss this opportunity to own a dream home in one of Lahores most sought-after communities!",https://www.zameen.com/Property/lahore_medical_housing_society_lahore_medical_housing_scheme_phase_2_2_5_marla_house_for_sale_lahore_medical_housing_scheme_phase_2_main_canal_road_lahore-51047665-4027-1.html,House,Titanium,no,"Bahria Town, Lahore, Punjab",3.8 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,6,7,PKR,super hot,"1 Kanal Modern designed house with basement Hot Location - W Block Phase 8 DHA Lahore,- 7 Beds, ,- 8 Washrooms, ,- 2 Store Rooms, ,- 3 TV Lounges, ,- Study Room, ,- Family terrace, ,- 2 Kitchens, 1 servant kitchen, ,- 4 Sedan Cars Porsche, ,- Servant Quarter with 2 washrooms. ,- Double heighted stairs case. ,Direct With Owner ,100% Transparent Deal Guaranteed",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",17 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",2 Kanal,6,5,PKR,super hot,"Zaryab Mark & Developers offer a 2 Kanal Bungalow for sale in DHA Phase 5 Block A,- Prime location ,- Near to Sector A Park,- High Roof Lobby ,- 5 Master Bedrooms with attached washrooms,- Luxury Finishing ,- 2007 Construction ,- Reasonable Price: 17.5 Cr,Contact for Queries & Visit",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",17.5 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities",1 Kanal,6,5,PKR,super hot,"Brand New 1 Kanal Luxury House for Sale in DHA PHASE 7 ,This brand-new 1 Kanal luxury house in DHA Phase 3, Block X is a masterpiece of modern architecture, offering spacious living with high-end features and premium finishing. Designed for ultimate comfort and luxury, this home comes with a full basement featuring a theater, gym, and 2 servant quarters. ,Property Features:, 7 Spacious Bedrooms Well-lit with attached modern bathrooms, 8 Bathrooms Stylish fittings with premium accessories, Drawing & Dining Room Elegant and spacious for formal gatherings, Lounge/Sitting Room Ideal for family entertainment, 2 Modern Kitchens Fully equipped with high-end fittings, Study Room Quiet and comfortable workspace, Prayer Room Dedicated space for prayers, Steam Room Relaxation and wellness at home, Powder Room Convenient for guests, 2 Store Rooms Ample storage space, Laundry Room Well-equipped for daily needs, 4 Car Parking Spaces Spacious car porch, 2 Servant Quarters Separate space for staff, Prime Location: Situated in DHA Phase 3, Block X, close to parks, schools, commercial areas, and main roads, offering a secure and peaceful environment. , Demand: Market Competitive, For more details or to schedule a visit, contact us today!",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",8 Crore,For Sale
"Added: 2 hours ago,(Updated: 2 hours ago)","Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,6,6,PKR,super hot,"beautiful- 1 kanal full basement house for sale,basement, home theatre. 6 luxurious bedrooms,servant quarter. ,in hot location of dha phase 6 ,nearest to dolmen mall,b block,drawing,dining room,3 kitchen,you get what u name it,affordable house,chance house dont miss it,call for further details",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_aa_1_kanal_house_for_sale_ready_to_move_in_at_dha_phase_4_lahore-52318330-1589-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",12.5 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",1 Kanal,6,5,PKR,super hot,"SYED BROTHERS OFFERS:,100% Original Pictures Are Attached,About The Property:,05 Master Size Bed Rooms With Attached Bath,All Baths Are Equipped With Imported Fittings,2 Kitchen Amazing Wood Work,2 TV Lounge,Store Room,Prayer Room,2 Servant Quarter In Basement,Drawing Room And Dining Room,Amazing Wood Work In Bungalow,House Is Located Near Park/Mosque,Near By Commercial Area,Complete Wiring Of UPS And Generator Done In The House,Solid Steel Work Used For Outside Main Gate,Complete Marble/Tiled/Wooden Flooring,All The Construction Near And Adjacent To House Is New,Washing Area Is Elegantly Managed At The Back Side Of House,Good Sizes Of Washrooms With Large Wardrobes In It. ,Superb Elevation,House Location Is Excellent,Main Hospitals Are So Nearby That Hardly Just 5 Minutes Away,Exclusive Views From The Terrace. ,Spacious Terrace Where One Can Easily Have Good Walk And Reasonable Sitting Area. ,All The Basic Necessities Of Life Are Available. ,All The Basic Utilities Are Available Including Connections Of Water/Sewage/Gas And Electricity. ,If You Cant Access Please Feel Free To Contact Us.",https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_z_one_kanal_used_modern_design_most_beautiful_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_commercial_market-51105886-1588-1.html,House,Titanium,no,"DHA Defence, Lahore, Punjab",6.95 Crore,For Sale
Added: 2 hours ago,"Main Features,Rooms,Business and Communication,Community Features,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities
",10 Marla,6,5,PKR,super hot,"AK MARKETING offers best opportunity in Bahria Town Lahore,A great opportunity has presented itself in the form of this beautiful plot in Bahria Town Lahore The House is located on a prime location close to a commercial area and other amenities of the town. The block has underground wiring, wide foot paths, street lights, 24 hours water supply, uninterrupted power supply, garbage collection facility, 24 hours security and etc. Bahria Town compels a large number of people to move in and build their dream houses on a land closed to vast amenities like Hospitals, Schools, Health Clubs, Shopping Malls, Cinemas, Restaurants, Beautiful Parks, Recreational Centres, Beautiful Mosques and many more. ,Please Contact us for more details;,Bahria Town Amenities,- Beautiful Parks,- Cinemas,- Hospitals,- Schools,- Eiffel Tower (Replica),- Health Clubs,- Shopping Malls,- Restaurants,- Recreational Centers,- World Class Mosques,- Highly Maintained Parks,- 24 Hours Security Patrolling ,- Fire Fighting Facility,- Garbage Collection,- Uninterrupted Power Supply with Backup Electric Generators,- 24 hours on call maintenance facility,WE: AK MARKETING (AK),AK MARKETING is registered under the regulation of the business of real estate in Pakistan (regulation of business ordinance, 1980). AK MARKETING is well known for the marketing of properties of special appeal. To our honourable customers we provide ourselves with professionalism, presentation and quality of service. We cover most of the well-known societies of Lahore and Islamabad. ,AK MARKETING will provide initial advice for free and the enquiry will be handled by one of our fully qualified Consultant or Director. We have built an enviable reputation for selling a varied portfolio of properties. AK MARKETING is a family business offering the highest standard of service in all aspects, we pay close attention to our customer needs and guide them with the best of our knowledge. Bearing in mind the long term relation with the customer AK MARKETING provides genuine property and gives excellent after sales services. ,Whether you are interested in buying, selling or renting, a phone call will put you in touch with our experienced property expert who will serve you with excellent service.",https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_z_one_kanal_used_modern_design_most_beautiful_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_commercial_market-51105886-1588-1.html,House,Titanium,no,"Bahria Town, Lahore, Punjab",3.2 Crore,For Sale
